trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
998,False,"{'a': 0.1, 'e': 0.6071374937387897}",35,15,-67.77787862463902,"{0: 12, 1: 4, 2: 3, 3: 0, 4: 1}",1
999,False,"{'a': 0.1, 'e': 0.6068340008714599}",20,0,-131.49838249165336,"{0: 13, 1: 2, 2: 2, 3: 0, 4: 3}",0
1000,False,"{'a': 0.1, 'e': 0.6065306597126334}",35,8,-33.44241687334597,"{0: 20, 1: 1, 2: 6, 3: 0, 4: 0}",1
1001,False,"{'a': 0.1, 'e': 0.606227470186475}",30,3,-83.30067312746635,"{0: 18, 1: 3, 2: 4, 3: 1, 4: 1}",1
1002,False,"{'a': 0.1, 'e': 0.6059244322171875}",20,12,-17.387495753812264,"{0: 6, 1: 0, 2: 1, 3: 1, 4: 0}",1
1003,False,"{'a': 0.1, 'e': 0.6056215457290111}",20,0,-22.01700704046698,"{0: 14, 1: 3, 2: 3, 3: 0, 4: 0}",0
1004,False,"{'a': 0.1, 'e': 0.6053188106462243}",25,3,-7.2526030638752,"{0: 18, 1: 1, 2: 3, 3: 0, 4: 0}",1
1005,False,"{'a': 0.1, 'e': 0.6050162268931432}",20,14,4.768557948470383,"{0: 5, 1: 1, 2: 0, 3: 0, 4: 0}",1
1006,False,"{'a': 0.1, 'e': 0.6047137943941221}",20,8,4.513423396406445,"{0: 10, 1: 2, 2: 0, 3: 0, 4: 0}",1
1007,False,"{'a': 0.1, 'e': 0.6044115130735527}",25,13,18.54791316570125,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1008,False,"{'a': 0.1, 'e': 0.6041093828558647}",20,0,-154.8428576309694,"{0: 11, 1: 2, 2: 4, 3: 0, 4: 3}",0
1009,False,"{'a': 0.1, 'e': 0.6038074036655255}",25,0,-101.35861134852996,"{0: 16, 1: 1, 2: 6, 3: 1, 4: 1}",0
1010,False,"{'a': 0.1, 'e': 0.6035055754270405}",25,8,15.07217702749199,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
1011,False,"{'a': 0.1, 'e': 0.6032038980649524}",20,13,10.891962114450745,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1012,False,"{'a': 0.1, 'e': 0.6029023715038421}",25,7,-54.33446570164799,"{0: 13, 1: 1, 2: 3, 3: 0, 4: 1}",1
1013,False,"{'a': 0.1, 'e': 0.6026009956683277}",30,9,-117.74247970496623,"{0: 12, 1: 3, 2: 4, 3: 0, 4: 2}",1
1014,False,"{'a': 0.1, 'e': 0.6022997704830654}",20,9,-25.654728827593562,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 1}",1
1015,False,"{'a': 0.1, 'e': 0.6019986958727488}",20,8,-76.48114127316762,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 2}",1
1016,False,"{'a': 0.1, 'e': 0.6016977717621094}",20,14,-11.117569125679259,"{0: 5, 1: 0, 2: 0, 3: 1, 4: 0}",1
1017,False,"{'a': 0.1, 'e': 0.601396998075916}",25,17,-5.005106978359763,"{0: 6, 1: 1, 2: 1, 3: 0, 4: 0}",1
1018,False,"{'a': 0.1, 'e': 0.6010963747389753}",25,0,-88.14508650685632,"{0: 16, 1: 3, 2: 5, 3: 0, 4: 1}",0
1019,False,"{'a': 0.1, 'e': 0.6007959016761313}",30,0,-63.93130635102095,"{0: 21, 1: 3, 2: 4, 3: 2, 4: 0}",0
1020,False,"{'a': 0.1, 'e': 0.6004955788122659}",25,14,-5.239907986680406,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 0}",1
1021,False,"{'a': 0.1, 'e': 0.6001954060722984}",25,0,-127.93620007083486,"{0: 16, 1: 1, 2: 6, 3: 0, 4: 2}",0
1022,False,"{'a': 0.1, 'e': 0.5998953833811855}",35,17,-33.9677110712151,"{0: 12, 1: 3, 2: 2, 3: 1, 4: 0}",1
1023,False,"{'a': 0.1, 'e': 0.5995955106639216}",25,7,-28.875216300850443,"{0: 14, 1: 1, 2: 2, 3: 1, 4: 0}",1
1024,False,"{'a': 0.1, 'e': 0.5992957878455384}",25,0,-54.490226922693644,"{0: 19, 1: 4, 2: 1, 3: 0, 4: 1}",0
1025,False,"{'a': 0.1, 'e': 0.5989962148511054}",20,7,-19.19299201594445,"{0: 10, 1: 1, 2: 1, 3: 1, 4: 0}",1
1026,False,"{'a': 0.1, 'e': 0.5986967916057292}",35,26,-18.40790016531245,"{0: 7, 1: 0, 2: 1, 3: 1, 4: 0}",1
1027,False,"{'a': 0.1, 'e': 0.598397518034554}",25,15,4.583535660219616,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
1028,False,"{'a': 0.1, 'e': 0.5980983940627613}",20,0,-92.99576549215591,"{0: 11, 1: 3, 2: 5, 3: 0, 4: 1}",0
1029,False,"{'a': 0.1, 'e': 0.5977994196155705}",20,3,-47.206172660243574,"{0: 13, 1: 0, 2: 3, 3: 0, 4: 1}",1
1030,False,"{'a': 0.1, 'e': 0.5975005946182375}",20,0,-7.44384376702993,"{0: 16, 1: 1, 2: 3, 3: 0, 4: 0}",0
1031,False,"{'a': 0.1, 'e': 0.5972019189960563}",30,7,-34.492762346328824,"{0: 19, 1: 0, 2: 2, 3: 2, 4: 0}",1
1032,False,"{'a': 0.1, 'e': 0.596903392674358}",20,0,-70.56969999736577,"{0: 14, 1: 0, 2: 5, 3: 0, 4: 1}",0
1033,False,"{'a': 0.1, 'e': 0.596605015578511}",20,2,-42.179334507827974,"{0: 15, 1: 1, 2: 0, 3: 1, 4: 1}",1
1034,False,"{'a': 0.1, 'e': 0.596306787633921}",35,0,-101.2383170720514,"{0: 25, 1: 2, 2: 5, 3: 2, 4: 1}",0
1035,False,"{'a': 0.1, 'e': 0.596008708766031}",25,19,2.0701386949157183,"{0: 5, 1: 1, 2: 0, 3: 0, 4: 0}",1
1036,False,"{'a': 0.1, 'e': 0.5957107789003212}",35,0,-59.43406840118415,"{0: 29, 1: 1, 2: 3, 3: 1, 4: 1}",0
1037,False,"{'a': 0.1, 'e': 0.5954129979623094}",30,0,-76.54504048541735,"{0: 21, 1: 5, 2: 2, 3: 1, 4: 1}",0
1038,False,"{'a': 0.1, 'e': 0.5951153658775501}",20,0,-116.8074059921427,"{0: 15, 1: 1, 2: 1, 3: 0, 4: 3}",0
1039,False,"{'a': 0.1, 'e': 0.5948178825716354}",20,8,-30.61954074636408,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 1}",1
1040,False,"{'a': 0.1, 'e': 0.5945205479701944}",25,0,-101.10803865454164,"{0: 15, 1: 3, 2: 6, 3: 0, 4: 1}",0
1041,False,"{'a': 0.1, 'e': 0.5942233619988935}",20,5,-75.01252339516805,"{0: 11, 1: 2, 2: 0, 3: 0, 4: 2}",1
1042,False,"{'a': 0.1, 'e': 0.5939263245834361}",30,18,-23.62741101992059,"{0: 9, 1: 0, 2: 2, 3: 1, 4: 0}",1
1043,False,"{'a': 0.1, 'e': 0.593629435649563}",25,0,-132.30021057123028,"{0: 16, 1: 2, 2: 4, 3: 1, 4: 2}",0
1044,False,"{'a': 0.1, 'e': 0.593332695123052}",20,14,-1.6911195322736141,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
1045,False,"{'a': 0.1, 'e': 0.5930361029297179}",30,13,-86.22220813573064,"{0: 11, 1: 4, 2: 0, 3: 0, 4: 2}",1
1046,False,"{'a': 0.1, 'e': 0.5927396589954125}",20,8,-24.05379730626003,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
1047,False,"{'a': 0.1, 'e': 0.592443363246025}",20,1,-131.22762993431164,"{0: 12, 1: 3, 2: 1, 3: 0, 4: 3}",1
1048,False,"{'a': 0.1, 'e': 0.5921472156074813}",25,13,-78.95721573336772,"{0: 8, 1: 0, 2: 2, 3: 0, 4: 2}",1
1049,False,"{'a': 0.1, 'e': 0.5918512160057446}",20,0,-38.94421719018212,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 1}",0
1050,False,"{'a': 0.1, 'e': 0.5915553643668151}",25,0,3.968042490837189,"{0: 22, 1: 0, 2: 3, 3: 0, 4: 0}",0
1051,False,"{'a': 0.1, 'e': 0.5912596606167297}",20,12,14.407067752787128,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1052,False,"{'a': 0.1, 'e': 0.5909641046815625}",20,4,-50.473114871247546,"{0: 11, 1: 3, 2: 1, 3: 0, 4: 1}",1
1053,False,"{'a': 0.1, 'e': 0.5906686964874246}",20,13,12.279966164915141,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1054,False,"{'a': 0.1, 'e': 0.5903734359604639}",25,14,-20.522545785604,"{0: 7, 1: 1, 2: 3, 3: 0, 4: 0}",1
1055,False,"{'a': 0.1, 'e': 0.5900783230268652}",20,0,-41.24711262192532,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 1}",0
1056,False,"{'a': 0.1, 'e': 0.5897833576128504}",20,0,-67.23102662076148,"{0: 15, 1: 1, 2: 2, 3: 1, 4: 1}",0
1057,False,"{'a': 0.1, 'e': 0.5894885396446782}",20,0,-112.60067494459001,"{0: 14, 1: 0, 2: 3, 3: 1, 4: 2}",0
1058,False,"{'a': 0.1, 'e': 0.5891938690486437}",25,18,-4.768430961649768,"{0: 5, 1: 1, 2: 1, 3: 0, 4: 0}",1
1059,False,"{'a': 0.1, 'e': 0.5888993457510797}",35,17,-13.453987147428526,"{0: 15, 1: 0, 2: 2, 3: 1, 4: 0}",1
1060,False,"{'a': 0.1, 'e': 0.5886049696783552}",20,11,6.216748429695266,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
1061,False,"{'a': 0.1, 'e': 0.5883107407568762}",20,16,7.331857573130923,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1062,False,"{'a': 0.1, 'e': 0.5880166589130854}",20,0,-224.92359443398715,"{0: 8, 1: 3, 2: 4, 3: 1, 4: 4}",1
1063,False,"{'a': 0.1, 'e': 0.5877227240734624}",20,0,-11.543420577806913,"{0: 15, 1: 4, 2: 1, 3: 0, 4: 0}",0
1064,False,"{'a': 0.1, 'e': 0.5874289361645234}",25,7,4.879861531522699,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 0}",1
1065,False,"{'a': 0.1, 'e': 0.5871352951128217}",35,10,-160.7440933238075,"{0: 16, 1: 3, 2: 1, 3: 2, 4: 3}",1
1066,False,"{'a': 0.1, 'e': 0.5868418008449466}",20,0,-53.05078742109555,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 1}",0
1067,False,"{'a': 0.1, 'e': 0.586548453287525}",20,0,-27.409578180156398,"{0: 15, 1: 1, 2: 4, 3: 0, 4: 0}",0
1068,False,"{'a': 0.1, 'e': 0.5862552523672196}",20,13,0.9407605582972278,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
1069,False,"{'a': 0.1, 'e': 0.5859621980107305}",30,10,-82.99824898972822,"{0: 13, 1: 2, 2: 3, 3: 1, 4: 1}",1
1070,False,"{'a': 0.1, 'e': 0.5856692901447937}",25,0,-202.49780775051494,"{0: 14, 1: 4, 2: 2, 3: 1, 4: 4}",0
1071,False,"{'a': 0.1, 'e': 0.5853765286961827}",25,0,-109.03754245257822,"{0: 17, 1: 1, 2: 3, 3: 3, 4: 1}",0
1072,False,"{'a': 0.1, 'e': 0.5850839135917069}",20,3,-14.375581950539683,"{0: 12, 1: 3, 2: 2, 3: 0, 4: 0}",1
1073,False,"{'a': 0.1, 'e': 0.5847914447582125}",20,0,-87.89492041488974,"{0: 14, 1: 0, 2: 3, 3: 2, 4: 1}",0
1074,False,"{'a': 0.1, 'e': 0.5844991221225824}",20,15,-13.4917270539008,"{0: 4, 1: 0, 2: 0, 3: 1, 4: 0}",1
1075,False,"{'a': 0.1, 'e': 0.5842069456117358}",20,10,5.646169678323088,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
1076,False,"{'a': 0.1, 'e': 0.5839149151526287}",20,2,-46.17868452722656,"{0: 14, 1: 0, 2: 3, 3: 0, 4: 1}",1
1077,False,"{'a': 0.1, 'e': 0.5836230306722534}",20,12,-8.856236600131236,"{0: 7, 1: 0, 2: 0, 3: 1, 4: 0}",1
1078,False,"{'a': 0.1, 'e': 0.5833312920976388}",20,4,-88.67277426136468,"{0: 11, 1: 1, 2: 2, 3: 0, 4: 2}",1
1079,False,"{'a': 0.1, 'e': 0.5830396993558503}",20,0,-79.63621808074662,"{0: 15, 1: 1, 2: 1, 3: 2, 4: 1}",0
1080,False,"{'a': 0.1, 'e': 0.5827482523739896}",20,7,-32.54188740286334,"{0: 8, 1: 1, 2: 4, 3: 0, 4: 0}",1
1081,False,"{'a': 0.1, 'e': 0.5824569510791952}",20,6,-100.87911965719182,"{0: 7, 1: 2, 2: 1, 3: 3, 4: 1}",1
1082,False,"{'a': 0.1, 'e': 0.5821657953986414}",25,3,-44.66584565147308,"{0: 14, 1: 2, 2: 6, 3: 0, 4: 0}",1
1083,False,"{'a': 0.1, 'e': 0.5818747852595396}",25,14,-14.016998567251173,"{0: 8, 1: 0, 2: 3, 3: 0, 4: 0}",1
1084,False,"{'a': 0.1, 'e': 0.5815839205891371}",20,0,-41.04454493810189,"{0: 16, 1: 2, 2: 1, 3: 0, 4: 1}",0
1085,False,"{'a': 0.1, 'e': 0.5812932013147178}",30,15,-38.013833427956826,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 1}",1
1086,False,"{'a': 0.1, 'e': 0.5810026273636019}",35,9,-60.932581236201884,"{0: 21, 1: 1, 2: 1, 3: 2, 4: 1}",1
1087,False,"{'a': 0.1, 'e': 0.5807121986631457}",25,0,-70.55308278425703,"{0: 18, 1: 2, 2: 3, 3: 1, 4: 1}",0
1088,False,"{'a': 0.1, 'e': 0.5804219151407424}",20,0,-2.1027238337346055,"{0: 16, 1: 3, 2: 1, 3: 0, 4: 0}",0
1089,False,"{'a': 0.1, 'e': 0.5801317767238208}",30,17,-14.045140661821277,"{0: 10, 1: 0, 2: 3, 3: 0, 4: 0}",1
1090,False,"{'a': 0.1, 'e': 0.5798417833398464}",25,0,-27.22227390826118,"{0: 19, 1: 1, 2: 5, 3: 0, 4: 0}",0
1091,False,"{'a': 0.1, 'e': 0.5795519349163208}",20,0,-16.582275379785152,"{0: 16, 1: 1, 2: 3, 3: 0, 4: 0}",0
1092,False,"{'a': 0.1, 'e': 0.579262231380782}",20,0,-25.945723575150446,"{0: 15, 1: 3, 2: 1, 3: 1, 4: 0}",1
1093,False,"{'a': 0.1, 'e': 0.5789726726608041}",20,3,-63.11118476342485,"{0: 12, 1: 1, 2: 2, 3: 1, 4: 1}",1
1094,False,"{'a': 0.1, 'e': 0.5786832586839974}",20,6,-27.12514854748107,"{0: 9, 1: 1, 2: 4, 3: 0, 4: 0}",1
1095,False,"{'a': 0.1, 'e': 0.5783939893780083}",20,0,-21.270731238638483,"{0: 15, 1: 1, 2: 4, 3: 0, 4: 0}",0
1096,False,"{'a': 0.1, 'e': 0.5781048646705196}",25,20,10.687305326716432,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1097,False,"{'a': 0.1, 'e': 0.5778158844892501}",20,0,-115.9563218912762,"{0: 13, 1: 1, 2: 3, 3: 1, 4: 2}",0
1098,False,"{'a': 0.1, 'e': 0.5775270487619547}",20,0,-78.99579047407724,"{0: 14, 1: 0, 2: 4, 3: 1, 4: 1}",0
1099,False,"{'a': 0.1, 'e': 0.5772383574164245}",20,9,-69.14825226132761,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 2}",1
1100,False,"{'a': 0.1, 'e': 0.5769498103804866}",25,11,-98.93812760302686,"{0: 8, 1: 1, 2: 3, 3: 0, 4: 2}",1
1101,False,"{'a': 0.1, 'e': 0.5766614075820045}",25,0,-60.904414826910696,"{0: 18, 1: 3, 2: 3, 3: 0, 4: 1}",0
1102,False,"{'a': 0.1, 'e': 0.5763731489488771}",30,3,-43.07571930275076,"{0: 19, 1: 3, 2: 4, 3: 1, 4: 0}",1
1103,False,"{'a': 0.1, 'e': 0.57608503440904}",35,19,27.491121088844785,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
1104,False,"{'a': 0.1, 'e': 0.5757970638904645}",35,0,-87.75928257061945,"{0: 27, 1: 3, 2: 3, 3: 0, 4: 2}",0
1105,False,"{'a': 0.1, 'e': 0.575509237321158}",25,8,-2.039434679011662,"{0: 14, 1: 1, 2: 2, 3: 0, 4: 0}",1
1106,False,"{'a': 0.1, 'e': 0.5752215546291638}",20,11,-50.45637409916448,"{0: 6, 1: 0, 2: 2, 3: 0, 4: 1}",1
1107,False,"{'a': 0.1, 'e': 0.5749340157425613}",25,15,-43.01890154892991,"{0: 7, 1: 0, 2: 2, 3: 0, 4: 1}",1
1108,False,"{'a': 0.1, 'e': 0.5746466205894657}",25,5,-34.21579178052815,"{0: 15, 1: 2, 2: 1, 3: 2, 4: 0}",1
1109,False,"{'a': 0.1, 'e': 0.5743593690980282}",25,0,-92.59211554674003,"{0: 16, 1: 3, 2: 4, 3: 1, 4: 1}",0
1110,False,"{'a': 0.1, 'e': 0.574072261196436}",30,19,-2.2508247189239103,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 0}",1
1111,False,"{'a': 0.1, 'e': 0.5737852968129121}",30,18,20.04559991240754,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1112,False,"{'a': 0.1, 'e': 0.5734984758757153}",30,15,-55.412003238749286,"{0: 10, 1: 2, 2: 2, 3: 0, 4: 1}",1
1113,False,"{'a': 0.1, 'e': 0.5732117983131406}",20,0,-125.31235626862367,"{0: 12, 1: 4, 2: 0, 3: 2, 4: 2}",0
1114,False,"{'a': 0.1, 'e': 0.5729252640535184}",30,18,-8.614622352669384,"{0: 9, 1: 1, 2: 2, 3: 0, 4: 0}",1
1115,False,"{'a': 0.1, 'e': 0.5726388730252152}",20,0,-51.71417941597503,"{0: 14, 1: 4, 2: 1, 3: 0, 4: 1}",0
1116,False,"{'a': 0.1, 'e': 0.5723526251566332}",20,1,-31.15942059200887,"{0: 13, 1: 2, 2: 4, 3: 0, 4: 0}",1
1117,False,"{'a': 0.1, 'e': 0.5720665203762105}",20,9,-1.51418636140401,"{0: 9, 1: 1, 2: 1, 3: 0, 4: 0}",1
1118,False,"{'a': 0.1, 'e': 0.5717805586124209}",35,21,-26.565274905829792,"{0: 11, 1: 2, 2: 0, 3: 0, 4: 1}",1
1119,False,"{'a': 0.1, 'e': 0.571494739793774}",20,14,13.82469003562487,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1120,False,"{'a': 0.1, 'e': 0.5712090638488149}",25,17,-29.555008484423205,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 1}",1
1121,False,"{'a': 0.1, 'e': 0.5709235307061248}",20,0,-56.97810869893255,"{0: 12, 1: 2, 2: 5, 3: 1, 4: 0}",0
1122,False,"{'a': 0.1, 'e': 0.5706381402943203}",20,0,19.02735487763704,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
1123,False,"{'a': 0.1, 'e': 0.5703528925420539}",25,14,-12.839637774772383,"{0: 7, 1: 3, 2: 1, 3: 0, 4: 0}",1
1124,False,"{'a': 0.1, 'e': 0.5700677873780134}",25,0,-115.71260081554098,"{0: 16, 1: 2, 2: 5, 3: 0, 4: 2}",0
1125,False,"{'a': 0.1, 'e': 0.569782824730923}",25,10,-4.428335000409481,"{0: 12, 1: 2, 2: 1, 3: 0, 4: 0}",1
1126,False,"{'a': 0.1, 'e': 0.5694980045295416}",25,14,-18.71996622973964,"{0: 8, 1: 2, 2: 0, 3: 1, 4: 0}",1
1127,False,"{'a': 0.1, 'e': 0.5692133267026643}",35,0,-76.82507900383098,"{0: 26, 1: 3, 2: 4, 3: 1, 4: 1}",0
1128,False,"{'a': 0.1, 'e': 0.5689287911791218}",35,0,-100.42696874381389,"{0: 26, 1: 2, 2: 5, 3: 0, 4: 2}",0
1129,False,"{'a': 0.1, 'e': 0.5686443978877799}",25,0,-130.51695761732893,"{0: 15, 1: 6, 2: 1, 3: 1, 4: 2}",0
1130,False,"{'a': 0.1, 'e': 0.5683601467575404}",25,12,-55.123634903303895,"{0: 7, 1: 4, 2: 1, 3: 0, 4: 1}",1
1131,False,"{'a': 0.1, 'e': 0.5680760377173407}",20,0,7.215377357970919,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
1132,False,"{'a': 0.1, 'e': 0.5677920706961532}",20,0,-21.239026196552807,"{0: 16, 1: 2, 2: 1, 3: 1, 4: 0}",0
1133,False,"{'a': 0.1, 'e': 0.5675082456229865}",35,0,-31.514062209538647,"{0: 29, 1: 4, 2: 1, 3: 0, 4: 1}",0
1134,False,"{'a': 0.1, 'e': 0.5672245624268841}",20,0,-106.7560842342518,"{0: 12, 1: 0, 2: 5, 3: 2, 4: 1}",0
1135,False,"{'a': 0.1, 'e': 0.5669410210369252}",20,0,-60.85718303483239,"{0: 15, 1: 1, 2: 2, 3: 1, 4: 1}",1
1136,False,"{'a': 0.1, 'e': 0.5666576213822246}",30,16,-44.24181284908211,"{0: 8, 1: 0, 2: 6, 3: 0, 4: 0}",1
1137,False,"{'a': 0.1, 'e': 0.5663743633919324}",20,8,-46.591930830093496,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 1}",1
1138,False,"{'a': 0.1, 'e': 0.5660912469952337}",20,0,-51.818586340303,"{0: 14, 1: 0, 2: 5, 3: 1, 4: 0}",0
1139,False,"{'a': 0.1, 'e': 0.56580827212135}",25,0,-108.46100134562407,"{0: 17, 1: 2, 2: 3, 3: 2, 4: 1}",0
1140,False,"{'a': 0.1, 'e': 0.5655254386995371}",20,0,-48.42638262324591,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 1}",0
1141,False,"{'a': 0.1, 'e': 0.5652427466590868}",30,11,-24.20183236103988,"{0: 14, 1: 2, 2: 2, 3: 1, 4: 0}",1
1142,False,"{'a': 0.1, 'e': 0.5649601959293262}",20,3,-39.49034453057914,"{0: 13, 1: 2, 2: 1, 3: 0, 4: 1}",1
1143,False,"{'a': 0.1, 'e': 0.5646777864396175}",25,3,-180.82958427971914,"{0: 13, 1: 2, 2: 3, 3: 0, 4: 4}",1
1144,False,"{'a': 0.1, 'e': 0.5643955181193583}",20,0,-176.0179363070133,"{0: 10, 1: 3, 2: 3, 3: 1, 4: 3}",0
1145,False,"{'a': 0.1, 'e': 0.5641133908979816}",20,0,-5.390312510352053,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
1146,False,"{'a': 0.1, 'e': 0.5638314047049556}",30,0,-184.29174963014117,"{0: 19, 1: 0, 2: 7, 3: 1, 4: 3}",0
1147,False,"{'a': 0.1, 'e': 0.5635495594697838}",25,5,-42.39575089229756,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 1}",1
1148,False,"{'a': 0.1, 'e': 0.5632678551220046}",25,6,-27.04847412305523,"{0: 13, 1: 2, 2: 4, 3: 0, 4: 0}",1
1149,False,"{'a': 0.1, 'e': 0.5629862915911923}",25,9,-33.611208314839914,"{0: 11, 1: 2, 2: 2, 3: 1, 4: 0}",1
1150,False,"{'a': 0.1, 'e': 0.5627048688069557}",20,10,-56.194358676632014,"{0: 5, 1: 3, 2: 1, 3: 0, 4: 1}",1
1151,False,"{'a': 0.1, 'e': 0.5624235866989392}",20,14,-29.367110819544365,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 1}",1
1152,False,"{'a': 0.1, 'e': 0.5621424451968224}",20,6,-66.71564172108327,"{0: 8, 1: 1, 2: 4, 3: 0, 4: 1}",1
1153,False,"{'a': 0.1, 'e': 0.5618614442303198}",20,12,-2.8063163467419256,"{0: 6, 1: 1, 2: 1, 3: 0, 4: 0}",1
1154,False,"{'a': 0.1, 'e': 0.5615805837291813}",20,10,-34.98916735086681,"{0: 6, 1: 1, 2: 2, 3: 1, 4: 0}",1
1155,False,"{'a': 0.1, 'e': 0.5612998636231915}",20,0,6.530281093204261,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
1156,False,"{'a': 0.1, 'e': 0.5610192838421706}",30,15,-31.84690349645036,"{0: 12, 1: 1, 2: 1, 3: 0, 4: 1}",1
1157,False,"{'a': 0.1, 'e': 0.5607388443159735}",30,0,-94.50568120954904,"{0: 23, 1: 1, 2: 2, 3: 3, 4: 1}",0
1158,False,"{'a': 0.1, 'e': 0.5604585449744904}",20,15,11.250680952285785,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1159,False,"{'a': 0.1, 'e': 0.5601783857476466}",30,12,-66.98448019017808,"{0: 12, 1: 3, 2: 1, 3: 1, 4: 1}",1
1160,False,"{'a': 0.1, 'e': 0.559898366565402}",25,11,-46.33086341776708,"{0: 10, 1: 1, 2: 2, 3: 0, 4: 1}",1
1161,False,"{'a': 0.1, 'e': 0.5596184873577521}",20,0,-30.61100430628597,"{0: 14, 1: 2, 2: 4, 3: 0, 4: 0}",0
1162,False,"{'a': 0.1, 'e': 0.5593387480547268}",25,5,-77.5074910995463,"{0: 15, 1: 2, 2: 1, 3: 0, 4: 2}",1
1163,False,"{'a': 0.1, 'e': 0.5590591485863915}",25,8,-84.46212181128138,"{0: 12, 1: 1, 2: 2, 3: 0, 4: 2}",1
1164,False,"{'a': 0.1, 'e': 0.5587796888828463}",20,10,-47.084993043754615,"{0: 7, 1: 0, 2: 2, 3: 0, 4: 1}",1
1165,False,"{'a': 0.1, 'e': 0.5585003688742262}",25,4,-21.271629256468323,"{0: 16, 1: 1, 2: 4, 3: 0, 4: 0}",1
1166,False,"{'a': 0.1, 'e': 0.5582211884907012}",25,13,-26.359269989724492,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 1}",1
1167,False,"{'a': 0.1, 'e': 0.5579421476624763}",25,0,-5.3720126624180216,"{0: 20, 1: 4, 2: 1, 3: 0, 4: 0}",0
1168,False,"{'a': 0.1, 'e': 0.5576632463197913}",20,0,-13.782303737638633,"{0: 16, 1: 1, 2: 3, 3: 0, 4: 0}",0
1169,False,"{'a': 0.1, 'e': 0.5573844843929205}",25,17,10.29565134437243,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
1170,False,"{'a': 0.1, 'e': 0.5571058618121739}",35,3,-84.06649128558914,"{0: 22, 1: 5, 2: 3, 3: 1, 4: 1}",1
1171,False,"{'a': 0.1, 'e': 0.5568273785078957}",30,18,5.783031111275988,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
1172,False,"{'a': 0.1, 'e': 0.5565490344104649}",20,0,-83.79419638633405,"{0: 15, 1: 1, 2: 2, 3: 0, 4: 2}",0
1173,False,"{'a': 0.1, 'e': 0.5562708294502956}",20,0,-16.749930123275664,"{0: 16, 1: 2, 2: 1, 3: 1, 4: 0}",0
1174,False,"{'a': 0.1, 'e': 0.5559927635578367}",35,2,-67.93452542293564,"{0: 26, 1: 1, 2: 4, 3: 1, 4: 1}",1
1175,False,"{'a': 0.1, 'e': 0.5557148366635714}",30,0,-134.26536145580073,"{0: 21, 1: 0, 2: 6, 3: 1, 4: 2}",0
1176,False,"{'a': 0.1, 'e': 0.5554370486980182}",20,1,-14.1714579853851,"{0: 14, 1: 3, 2: 2, 3: 0, 4: 0}",1
1177,False,"{'a': 0.1, 'e': 0.5551593995917302}",25,0,4.897622966484779,"{0: 22, 1: 2, 2: 1, 3: 0, 4: 0}",0
1178,False,"{'a': 0.1, 'e': 0.5548818892752949}",30,4,-43.54516829169067,"{0: 19, 1: 2, 2: 4, 3: 1, 4: 0}",1
