trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
1,False,"{'a': 0.1, 'e': 0.9995001249791693}",30,0,-77.09323822471409,"{0: 21, 1: 4, 2: 4, 3: 0, 4: 1}",0
2,False,"{'a': 0.1, 'e': 0.999000499833375}",20,11,7.066314435697339,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
3,False,"{'a': 0.1, 'e': 0.9985011244377109}",25,0,-111.76548131853103,"{0: 18, 1: 1, 2: 3, 3: 1, 4: 2}",0
4,False,"{'a': 0.1, 'e': 0.9980019986673331}",20,0,-214.45152970040687,"{0: 11, 1: 1, 2: 2, 3: 2, 4: 4}",0
5,False,"{'a': 0.1, 'e': 0.9975031223974601}",20,0,-97.9852756291463,"{0: 11, 1: 2, 2: 4, 3: 3, 4: 0}",0
6,False,"{'a': 0.1, 'e': 0.997004495503373}",20,0,-149.39734313577705,"{0: 11, 1: 3, 2: 3, 3: 0, 4: 3}",0
7,False,"{'a': 0.1, 'e': 0.9965061178604149}",25,0,-143.76331899159007,"{0: 14, 1: 2, 2: 7, 3: 0, 4: 2}",0
8,False,"{'a': 0.1, 'e': 0.9960079893439915}",20,0,-67.35647493272216,"{0: 13, 1: 3, 2: 3, 3: 0, 4: 1}",0
9,False,"{'a': 0.1, 'e': 0.9955101098295706}",25,0,-89.5553569276059,"{0: 15, 1: 4, 2: 5, 3: 0, 4: 1}",0
10,False,"{'a': 0.1, 'e': 0.9950124791926823}",20,7,-114.2025786889155,"{0: 7, 1: 1, 2: 2, 3: 1, 4: 2}",1
11,False,"{'a': 0.1, 'e': 0.9945150973089191}",20,0,-103.46820432369883,"{0: 11, 1: 3, 2: 4, 3: 1, 4: 1}",0
12,False,"{'a': 0.1, 'e': 0.9940179640539353}",25,0,-154.73860943919848,"{0: 15, 1: 1, 2: 6, 3: 1, 4: 2}",0
13,False,"{'a': 0.1, 'e': 0.9935210793034477}",25,0,-110.91045876874293,"{0: 17, 1: 4, 2: 1, 3: 1, 4: 2}",0
14,False,"{'a': 0.1, 'e': 0.9930244429332351}",20,0,-130.27836016133952,"{0: 9, 1: 4, 2: 4, 3: 2, 4: 1}",0
15,False,"{'a': 0.1, 'e': 0.9925280548191384}",20,0,-121.99100286732782,"{0: 14, 1: 1, 2: 1, 3: 2, 4: 2}",0
16,False,"{'a': 0.1, 'e': 0.9920319148370607}",25,0,-145.13568631056523,"{0: 13, 1: 4, 2: 6, 3: 0, 4: 2}",0
17,False,"{'a': 0.1, 'e': 0.9915360228629667}",35,0,-158.8072023864441,"{0: 24, 1: 3, 2: 5, 3: 0, 4: 3}",0
18,False,"{'a': 0.1, 'e': 0.9910403787728836}",25,0,-117.39842262797343,"{0: 12, 1: 6, 2: 6, 3: 0, 4: 1}",0
19,False,"{'a': 0.1, 'e': 0.9905449824429005}",30,0,-188.4043138348262,"{0: 18, 1: 2, 2: 7, 3: 0, 4: 3}",0
20,False,"{'a': 0.1, 'e': 0.9900498337491681}",20,0,-100.0600898071087,"{0: 12, 1: 2, 2: 4, 3: 1, 4: 1}",0
21,False,"{'a': 0.1, 'e': 0.9895549325678993}",20,0,-148.3564183103393,"{0: 8, 1: 3, 2: 6, 3: 2, 4: 1}",0
22,False,"{'a': 0.1, 'e': 0.9890602787753687}",35,0,-213.1601369499334,"{0: 18, 1: 4, 2: 9, 3: 2, 4: 2}",0
23,False,"{'a': 0.1, 'e': 0.988565872247913}",20,6,-38.76935083121738,"{0: 9, 1: 1, 2: 3, 3: 1, 4: 0}",1
24,False,"{'a': 0.1, 'e': 0.9880717128619305}",25,0,-62.11176654999619,"{0: 15, 1: 6, 2: 3, 3: 1, 4: 0}",0
25,False,"{'a': 0.1, 'e': 0.9875778004938814}",30,0,-321.80820440778626,"{0: 13, 1: 5, 2: 5, 3: 1, 4: 6}",0
26,False,"{'a': 0.1, 'e': 0.9870841350202876}",20,0,-59.49377160135323,"{0: 14, 1: 3, 2: 2, 3: 0, 4: 1}",0
27,False,"{'a': 0.1, 'e': 0.9865907163177327}",20,0,-111.91817776825086,"{0: 10, 1: 2, 2: 6, 3: 1, 4: 1}",0
28,False,"{'a': 0.1, 'e': 0.9860975442628619}",25,0,-268.89221974522883,"{0: 7, 1: 1, 2: 13, 3: 1, 4: 3}",0
29,False,"{'a': 0.1, 'e': 0.9856046187323824}",20,0,-72.89064887929936,"{0: 13, 1: 3, 2: 3, 3: 0, 4: 1}",1
30,False,"{'a': 0.1, 'e': 0.9851119396030626}",20,0,-30.490468307228785,"{0: 13, 1: 5, 2: 2, 3: 0, 4: 0}",0
31,False,"{'a': 0.1, 'e': 0.9846195067517329}",25,0,-238.20150233857993,"{0: 10, 1: 6, 2: 2, 3: 4, 4: 3}",0
32,False,"{'a': 0.1, 'e': 0.9841273200552851}",25,0,-161.8857977823333,"{0: 14, 1: 3, 2: 4, 3: 2, 4: 2}",1
33,False,"{'a': 0.1, 'e': 0.9836353793906724}",20,0,-87.13336264611826,"{0: 11, 1: 4, 2: 4, 3: 0, 4: 1}",0
34,False,"{'a': 0.1, 'e': 0.9831436846349096}",35,0,-118.78330431751584,"{0: 23, 1: 6, 2: 3, 3: 2, 4: 1}",0
35,False,"{'a': 0.1, 'e': 0.9826522356650732}",20,0,-157.68535857484204,"{0: 9, 1: 6, 2: 2, 3: 0, 4: 3}",0
36,False,"{'a': 0.1, 'e': 0.9821610323583008}",25,0,-227.99038396381394,"{0: 14, 1: 0, 2: 6, 3: 1, 4: 4}",0
37,False,"{'a': 0.1, 'e': 0.9816700745917915}",30,0,-137.16005291033431,"{0: 19, 1: 6, 2: 1, 3: 2, 4: 2}",0
38,False,"{'a': 0.1, 'e': 0.981179362242806}",25,0,-98.83466393835204,"{0: 17, 1: 2, 2: 3, 3: 2, 4: 1}",0
39,False,"{'a': 0.1, 'e': 0.9806888951886662}",35,0,-190.10131252217863,"{0: 19, 1: 5, 2: 7, 3: 2, 4: 2}",0
40,False,"{'a': 0.1, 'e': 0.9801986733067553}",35,0,-95.72760817119006,"{0: 24, 1: 3, 2: 6, 3: 2, 4: 0}",0
41,False,"{'a': 0.1, 'e': 0.9797086964745179}",20,0,-130.3194927233541,"{0: 13, 1: 2, 2: 2, 3: 0, 4: 3}",0
42,False,"{'a': 0.1, 'e': 0.9792189645694596}",30,0,-263.73994249808993,"{0: 13, 1: 6, 2: 6, 3: 1, 4: 4}",0
43,False,"{'a': 0.1, 'e': 0.9787294774691476}",30,0,-149.05287532775733,"{0: 18, 1: 3, 2: 7, 3: 0, 4: 2}",0
44,False,"{'a': 0.1, 'e': 0.97824023505121}",25,0,-104.52466088586694,"{0: 16, 1: 2, 2: 5, 3: 1, 4: 1}",0
45,False,"{'a': 0.1, 'e': 0.9777512371933363}",25,0,-97.14776388578831,"{0: 18, 1: 2, 2: 3, 3: 0, 4: 2}",0
46,False,"{'a': 0.1, 'e': 0.9772624837732771}",20,0,-199.25738587565456,"{0: 8, 1: 2, 2: 6, 3: 1, 4: 3}",0
47,False,"{'a': 0.1, 'e': 0.9767739746688439}",20,0,-117.77572840055754,"{0: 13, 1: 0, 2: 5, 3: 0, 4: 2}",0
48,False,"{'a': 0.1, 'e': 0.9762857097579093}",25,0,-203.04555183565662,"{0: 14, 1: 4, 2: 2, 3: 1, 4: 4}",0
49,False,"{'a': 0.1, 'e': 0.9757976889184073}",25,0,-118.83420401154254,"{0: 16, 1: 3, 2: 2, 3: 3, 4: 1}",0
50,False,"{'a': 0.1, 'e': 0.9753099120283326}",20,0,-67.6061502880486,"{0: 13, 1: 4, 2: 2, 3: 0, 4: 1}",0
51,False,"{'a': 0.1, 'e': 0.9748223789657411}",25,0,-66.55366095265492,"{0: 18, 1: 4, 2: 1, 3: 1, 4: 1}",0
52,False,"{'a': 0.1, 'e': 0.9743350896087494}",35,0,-126.71901600327541,"{0: 23, 1: 4, 2: 5, 3: 2, 4: 1}",0
53,False,"{'a': 0.1, 'e': 0.973848043835535}",25,0,-149.26724571297942,"{0: 16, 1: 3, 2: 3, 3: 0, 4: 3}",0
54,False,"{'a': 0.1, 'e': 0.9733612415243368}",20,0,-104.5603497807255,"{0: 14, 1: 2, 2: 1, 3: 1, 4: 2}",0
55,False,"{'a': 0.1, 'e': 0.972874682553454}",20,0,-22.494491915490553,"{0: 16, 1: 1, 2: 3, 3: 0, 4: 0}",0
56,False,"{'a': 0.1, 'e': 0.9723883668012469}",30,0,-119.49993123702092,"{0: 17, 1: 4, 2: 6, 3: 3, 4: 0}",0
57,False,"{'a': 0.1, 'e': 0.9719022941461366}",30,0,-93.83036773055929,"{0: 17, 1: 6, 2: 6, 3: 1, 4: 0}",0
58,False,"{'a': 0.1, 'e': 0.9714164644666048}",30,0,-135.23148440312158,"{0: 19, 1: 4, 2: 5, 3: 0, 4: 2}",0
59,False,"{'a': 0.1, 'e': 0.9709308776411942}",30,13,-53.733461319873605,"{0: 11, 1: 2, 2: 2, 3: 2, 4: 0}",1
60,False,"{'a': 0.1, 'e': 0.9704455335485082}",20,0,-123.53359158905367,"{0: 12, 1: 2, 2: 3, 3: 1, 4: 2}",0
61,False,"{'a': 0.1, 'e': 0.9699604320672105}",30,0,-164.61917581341785,"{0: 16, 1: 5, 2: 6, 3: 1, 4: 2}",0
62,False,"{'a': 0.1, 'e': 0.9694755730760259}",25,0,-116.44347675850489,"{0: 15, 1: 2, 2: 6, 3: 1, 4: 1}",0
63,False,"{'a': 0.1, 'e': 0.9689909564537397}",25,0,-238.4170248281773,"{0: 15, 1: 1, 2: 3, 3: 1, 4: 5}",0
64,False,"{'a': 0.1, 'e': 0.9685065820791976}",35,0,-156.22214241028058,"{0: 17, 1: 7, 2: 10, 3: 0, 4: 1}",0
65,False,"{'a': 0.1, 'e': 0.968022449831306}",20,0,-34.933394838646734,"{0: 16, 1: 1, 2: 1, 3: 2, 4: 0}",0
66,False,"{'a': 0.1, 'e': 0.967538559589032}",25,0,-61.21687635272169,"{0: 16, 1: 2, 2: 7, 3: 0, 4: 0}",0
67,False,"{'a': 0.1, 'e': 0.9670549112314029}",25,0,-215.67352355362416,"{0: 11, 1: 4, 2: 5, 3: 2, 4: 3}",0
68,False,"{'a': 0.1, 'e': 0.9665715046375066}",30,0,-222.57964403687123,"{0: 18, 1: 2, 2: 5, 3: 1, 4: 4}",0
69,False,"{'a': 0.1, 'e': 0.9660883396864915}",20,0,-42.25269373702822,"{0: 13, 1: 5, 2: 1, 3: 1, 4: 0}",0
70,False,"{'a': 0.1, 'e': 0.9656054162575665}",20,0,-65.41732703709417,"{0: 12, 1: 3, 2: 4, 3: 1, 4: 0}",0
71,False,"{'a': 0.1, 'e': 0.9651227342300005}",20,0,-62.2167865761645,"{0: 12, 1: 1, 2: 7, 3: 0, 4: 0}",0
72,False,"{'a': 0.1, 'e': 0.9646402934831231}",20,0,-83.4372693192092,"{0: 13, 1: 1, 2: 5, 3: 0, 4: 1}",0
73,False,"{'a': 0.1, 'e': 0.964158093896324}",30,0,-106.21413242423861,"{0: 19, 1: 3, 2: 7, 3: 0, 4: 1}",0
74,False,"{'a': 0.1, 'e': 0.9636761353490535}",30,13,-47.56597777115661,"{0: 11, 1: 2, 2: 3, 3: 1, 4: 0}",1
75,False,"{'a': 0.1, 'e': 0.9631944177208218}",30,0,-162.094442441586,"{0: 16, 1: 7, 2: 4, 3: 1, 4: 2}",0
76,False,"{'a': 0.1, 'e': 0.9627129408911995}",20,0,-29.041172880276175,"{0: 14, 1: 3, 2: 3, 3: 0, 4: 0}",0
77,False,"{'a': 0.1, 'e': 0.9622317047398176}",20,0,-32.59318235023244,"{0: 15, 1: 2, 2: 2, 3: 1, 4: 0}",0
78,False,"{'a': 0.1, 'e': 0.9617507091463667}",30,0,-188.80376941722477,"{0: 18, 1: 2, 2: 6, 3: 1, 4: 3}",0
79,False,"{'a': 0.1, 'e': 0.9612699539905982}",20,0,-72.09692309947255,"{0: 11, 1: 4, 2: 4, 3: 1, 4: 0}",0
80,False,"{'a': 0.1, 'e': 0.9607894391523232}",20,0,-81.38781328911722,"{0: 14, 1: 2, 2: 1, 3: 2, 4: 1}",0
81,False,"{'a': 0.1, 'e': 0.960309164511413}",20,0,-134.4174937250587,"{0: 9, 1: 6, 2: 3, 3: 0, 4: 2}",0
82,False,"{'a': 0.1, 'e': 0.9598291299477989}",20,0,-31.93942191827889,"{0: 15, 1: 1, 2: 4, 3: 0, 4: 0}",0
83,False,"{'a': 0.1, 'e': 0.9593493353414723}",20,0,-168.81294930639902,"{0: 10, 1: 2, 2: 5, 3: 0, 4: 3}",0
84,False,"{'a': 0.1, 'e': 0.9588697805724845}",25,0,-244.0283079233581,"{0: 8, 1: 3, 2: 10, 3: 1, 4: 3}",0
85,False,"{'a': 0.1, 'e': 0.958390465520947}",25,0,-140.02697436656356,"{0: 16, 1: 1, 2: 5, 3: 1, 4: 2}",0
86,False,"{'a': 0.1, 'e': 0.9579113900670306}",30,0,-166.3707411289469,"{0: 18, 1: 3, 2: 4, 3: 3, 4: 2}",0
87,False,"{'a': 0.1, 'e': 0.957432554090967}",35,0,-175.67044109441028,"{0: 22, 1: 2, 2: 7, 3: 2, 4: 2}",0
88,False,"{'a': 0.1, 'e': 0.9569539574730467}",25,0,-154.49450927154328,"{0: 14, 1: 4, 2: 3, 3: 2, 4: 2}",0
89,False,"{'a': 0.1, 'e': 0.9564756000936208}",25,0,-114.42523845118983,"{0: 16, 1: 0, 2: 7, 3: 1, 4: 1}",0
90,False,"{'a': 0.1, 'e': 0.9559974818331}",20,0,-133.0741612765025,"{0: 12, 1: 1, 2: 4, 3: 1, 4: 2}",0
91,False,"{'a': 0.1, 'e': 0.9555196025719545}",20,0,4.657489164023136,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
92,False,"{'a': 0.1, 'e': 0.9550419621907147}",20,0,-99.29717386534259,"{0: 12, 1: 2, 2: 4, 3: 1, 4: 1}",0
93,False,"{'a': 0.1, 'e': 0.9545645605699703}",30,0,-134.50458380996147,"{0: 18, 1: 6, 2: 4, 3: 0, 4: 2}",0
94,False,"{'a': 0.1, 'e': 0.9540873975903711}",25,0,-115.08948338942021,"{0: 16, 1: 4, 2: 3, 3: 0, 4: 2}",0
95,False,"{'a': 0.1, 'e': 0.9536104731326264}",25,0,-113.79745388829858,"{0: 15, 1: 3, 2: 5, 3: 1, 4: 1}",0
96,False,"{'a': 0.1, 'e': 0.9531337870775047}",25,4,-163.1743564897099,"{0: 13, 1: 1, 2: 3, 3: 1, 4: 3}",1
97,False,"{'a': 0.1, 'e': 0.9526573393058348}",20,0,-105.8805549453579,"{0: 11, 1: 2, 2: 5, 3: 1, 4: 1}",0
98,False,"{'a': 0.1, 'e': 0.9521811296985049}",25,0,-135.70737069957846,"{0: 13, 1: 2, 2: 8, 3: 1, 4: 1}",0
99,False,"{'a': 0.1, 'e': 0.9517051581364622}",20,0,-172.7257619354054,"{0: 9, 1: 5, 2: 2, 3: 1, 4: 3}",0
100,False,"{'a': 0.1, 'e': 0.951229424500714}",20,0,-76.2319378267656,"{0: 12, 1: 4, 2: 3, 3: 0, 4: 1}",0
101,False,"{'a': 0.1, 'e': 0.9507539286723269}",30,0,-197.6480812320464,"{0: 20, 1: 2, 2: 3, 3: 1, 4: 4}",0
102,False,"{'a': 0.1, 'e': 0.950278670532427}",35,7,-186.39071605645563,"{0: 16, 1: 2, 2: 6, 3: 1, 4: 3}",1
103,False,"{'a': 0.1, 'e': 0.9498036499621996}",20,0,-100.2249806061086,"{0: 13, 1: 1, 2: 3, 3: 2, 4: 1}",0
104,False,"{'a': 0.1, 'e': 0.9493288668428895}",35,0,-206.4376157940936,"{0: 18, 1: 6, 2: 8, 3: 0, 4: 3}",0
105,False,"{'a': 0.1, 'e': 0.9488543210558013}",20,0,-95.91155752181932,"{0: 14, 1: 0, 2: 3, 3: 2, 4: 1}",0
106,False,"{'a': 0.1, 'e': 0.9483800124822982}",30,0,-143.78229616656648,"{0: 18, 1: 3, 2: 5, 3: 3, 4: 1}",0
107,False,"{'a': 0.1, 'e': 0.9479059410038031}",25,0,-78.34507246152943,"{0: 16, 1: 5, 2: 3, 3: 0, 4: 1}",0
108,False,"{'a': 0.1, 'e': 0.9474321065017983}",20,0,-76.96052487497376,"{0: 14, 1: 2, 2: 2, 3: 1, 4: 1}",0
109,False,"{'a': 0.1, 'e': 0.9469585088578251}",20,0,-46.31410005484441,"{0: 13, 1: 2, 2: 5, 3: 0, 4: 0}",0
110,False,"{'a': 0.1, 'e': 0.9464851479534838}",25,0,-113.44703077300359,"{0: 16, 1: 0, 2: 7, 3: 1, 4: 1}",0
111,False,"{'a': 0.1, 'e': 0.9460120236704347}",25,0,-237.33898512203504,"{0: 14, 1: 1, 2: 5, 3: 0, 4: 5}",0
112,False,"{'a': 0.1, 'e': 0.9455391358903963}",25,0,-126.68700357502387,"{0: 14, 1: 3, 2: 6, 3: 1, 4: 1}",0
113,False,"{'a': 0.1, 'e': 0.9450664844951467}",25,11,-7.681046592803021,"{0: 10, 1: 3, 2: 1, 3: 0, 4: 0}",1
114,False,"{'a': 0.1, 'e': 0.9445940693665233}",20,0,-70.57776634150669,"{0: 12, 1: 1, 2: 6, 3: 1, 4: 0}",0
115,False,"{'a': 0.1, 'e': 0.9441218903864221}",25,0,-120.39961536266635,"{0: 19, 1: 0, 2: 2, 3: 2, 4: 2}",0
116,False,"{'a': 0.1, 'e': 0.9436499474367985}",25,0,-166.64232774558346,"{0: 16, 1: 1, 2: 4, 3: 1, 4: 3}",0
117,False,"{'a': 0.1, 'e': 0.9431782403996666}",20,10,-59.68376668682275,"{0: 6, 1: 0, 2: 3, 3: 0, 4: 1}",1
118,False,"{'a': 0.1, 'e': 0.9427067691570997}",25,0,-64.3401197972995,"{0: 16, 1: 2, 2: 7, 3: 0, 4: 0}",0
119,False,"{'a': 0.1, 'e': 0.94223553359123}",20,0,-128.04792796749865,"{0: 12, 1: 2, 2: 3, 3: 1, 4: 2}",0
120,False,"{'a': 0.1, 'e': 0.9417645335842487}",25,0,-119.5114208181816,"{0: 13, 1: 4, 2: 6, 3: 1, 4: 1}",0
121,False,"{'a': 0.1, 'e': 0.9412937690184057}",20,0,-50.602518023573374,"{0: 11, 1: 5, 2: 4, 3: 0, 4: 0}",0
122,False,"{'a': 0.1, 'e': 0.9408232397760097}",30,9,-102.37684399018961,"{0: 12, 1: 2, 2: 5, 3: 1, 4: 1}",1
123,False,"{'a': 0.1, 'e': 0.9403529457394286}",25,0,-162.53071842360436,"{0: 12, 1: 3, 2: 8, 3: 0, 4: 2}",0
124,False,"{'a': 0.1, 'e': 0.9398828867910889}",30,0,-138.93401942731865,"{0: 16, 1: 8, 2: 4, 3: 0, 4: 2}",0
125,False,"{'a': 0.1, 'e': 0.9394130628134758}",20,0,-50.42373879604145,"{0: 13, 1: 1, 2: 6, 3: 0, 4: 0}",0
126,False,"{'a': 0.1, 'e': 0.9389434736891332}",20,0,-137.76982893258395,"{0: 11, 1: 2, 2: 4, 3: 1, 4: 2}",0
127,False,"{'a': 0.1, 'e': 0.938474119300664}",25,0,-114.72168007796985,"{0: 13, 1: 5, 2: 6, 3: 0, 4: 1}",0
128,False,"{'a': 0.1, 'e': 0.9380049995307295}",30,0,-122.64443323887406,"{0: 20, 1: 1, 2: 6, 3: 2, 4: 1}",0
129,False,"{'a': 0.1, 'e': 0.9375361142620497}",20,5,-73.38331043598575,"{0: 11, 1: 1, 2: 0, 3: 2, 4: 1}",1
130,False,"{'a': 0.1, 'e': 0.9370674633774034}",25,0,-108.22209091157981,"{0: 17, 1: 3, 2: 3, 3: 0, 4: 2}",0
131,False,"{'a': 0.1, 'e': 0.9365990467596279}",25,0,-128.7587978776093,"{0: 16, 1: 2, 2: 5, 3: 0, 4: 2}",0
132,False,"{'a': 0.1, 'e': 0.9361308642916188}",25,16,11.17388371622074,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
133,False,"{'a': 0.1, 'e': 0.9356629158563308}",20,0,-89.29753810272842,"{0: 12, 1: 2, 2: 3, 3: 3, 4: 0}",0
134,False,"{'a': 0.1, 'e': 0.9351952013367766}",25,0,-155.26448301100768,"{0: 12, 1: 4, 2: 7, 3: 0, 4: 2}",0
135,False,"{'a': 0.1, 'e': 0.9347277206160275}",20,7,-74.80803516344892,"{0: 6, 1: 0, 2: 5, 3: 2, 4: 0}",1
136,False,"{'a': 0.1, 'e': 0.9342604735772135}",25,0,-88.72377770039787,"{0: 16, 1: 2, 2: 4, 3: 3, 4: 0}",0
137,False,"{'a': 0.1, 'e': 0.9337934601035228}",20,0,-123.05895375846828,"{0: 9, 1: 3, 2: 6, 3: 1, 4: 1}",0
138,False,"{'a': 0.1, 'e': 0.933326680078202}",25,0,-82.99975800139808,"{0: 17, 1: 3, 2: 4, 3: 0, 4: 1}",0
139,False,"{'a': 0.1, 'e': 0.932860133384556}",25,0,-85.02423309208963,"{0: 17, 1: 1, 2: 6, 3: 0, 4: 1}",0
140,False,"{'a': 0.1, 'e': 0.9323938199059483}",25,4,-87.37358305895573,"{0: 11, 1: 2, 2: 6, 3: 2, 4: 0}",1
141,False,"{'a': 0.1, 'e': 0.9319277395258003}",25,0,-235.8449017575325,"{0: 12, 1: 5, 2: 2, 3: 2, 4: 4}",0
142,False,"{'a': 0.1, 'e': 0.9314618921275921}",20,0,-113.20106757651314,"{0: 14, 1: 0, 2: 4, 3: 0, 4: 2}",0
143,False,"{'a': 0.1, 'e': 0.9309962775948618}",25,0,-138.55439049809038,"{0: 16, 1: 2, 2: 3, 3: 2, 4: 2}",1
144,False,"{'a': 0.1, 'e': 0.9305308958112057}",20,0,-108.66160701707892,"{0: 12, 1: 2, 2: 3, 3: 2, 4: 1}",0
145,False,"{'a': 0.1, 'e': 0.9300657466602785}",20,0,-106.02939111902505,"{0: 10, 1: 3, 2: 6, 3: 0, 4: 1}",0
146,False,"{'a': 0.1, 'e': 0.9296008300257927}",25,13,-6.721296551506298,"{0: 9, 1: 2, 2: 1, 3: 0, 4: 0}",1
147,False,"{'a': 0.1, 'e': 0.9291361457915193}",20,0,-247.78678279281812,"{0: 9, 1: 4, 2: 0, 3: 2, 4: 5}",0
148,False,"{'a': 0.1, 'e': 0.9286716938412872}",25,0,-60.61818394795113,"{0: 16, 1: 4, 2: 4, 3: 1, 4: 0}",0
149,False,"{'a': 0.1, 'e': 0.9282074740589834}",20,0,-30.575771502047036,"{0: 14, 1: 3, 2: 3, 3: 0, 4: 0}",0
150,False,"{'a': 0.1, 'e': 0.9277434863285529}",30,0,-42.87730611208324,"{0: 22, 1: 3, 2: 5, 3: 0, 4: 0}",0
151,False,"{'a': 0.1, 'e': 0.9272797305339988}",20,0,-139.61440304770167,"{0: 11, 1: 1, 2: 5, 3: 1, 4: 2}",0
152,False,"{'a': 0.1, 'e': 0.9268162065593822}",30,6,1.798258325027675,"{0: 19, 1: 5, 2: 0, 3: 0, 4: 0}",1
153,False,"{'a': 0.1, 'e': 0.9263529142888222}",25,0,-118.9038901762381,"{0: 13, 1: 3, 2: 8, 3: 0, 4: 1}",0
154,False,"{'a': 0.1, 'e': 0.9258898536064953}",20,0,-156.86702482416442,"{0: 7, 1: 1, 2: 10, 3: 1, 4: 1}",0
155,False,"{'a': 0.1, 'e': 0.9254270243966368}",30,0,-217.6880836249936,"{0: 19, 1: 1, 2: 5, 3: 1, 4: 4}",0
156,False,"{'a': 0.1, 'e': 0.9249644265435393}",20,0,-84.40359493025575,"{0: 11, 1: 3, 2: 4, 3: 2, 4: 0}",0
157,False,"{'a': 0.1, 'e': 0.9245020599315531}",20,0,-76.93471723434014,"{0: 11, 1: 2, 2: 6, 3: 1, 4: 0}",0
158,False,"{'a': 0.1, 'e': 0.9240399244450868}",20,0,-116.72724204306374,"{0: 11, 1: 1, 2: 6, 3: 1, 4: 1}",0
159,False,"{'a': 0.1, 'e': 0.9235780199686064}",25,0,-118.60822112603302,"{0: 15, 1: 5, 2: 3, 3: 0, 4: 2}",0
160,False,"{'a': 0.1, 'e': 0.9231163463866358}",30,0,-152.0885784934347,"{0: 21, 1: 0, 2: 6, 3: 0, 4: 3}",0
161,False,"{'a': 0.1, 'e': 0.9226549035837566}",25,0,-137.8959084219555,"{0: 12, 1: 3, 2: 9, 3: 0, 4: 1}",0
162,False,"{'a': 0.1, 'e': 0.922193691444608}",20,0,-56.81683230319985,"{0: 14, 1: 3, 2: 2, 3: 0, 4: 1}",0
163,False,"{'a': 0.1, 'e': 0.9217327098538872}",25,0,-185.4379692083221,"{0: 15, 1: 1, 2: 5, 3: 1, 4: 3}",0
164,False,"{'a': 0.1, 'e': 0.9212719586963487}",25,0,-80.98254813053316,"{0: 12, 1: 7, 2: 6, 3: 0, 4: 0}",0
165,False,"{'a': 0.1, 'e': 0.9208114378568045}",30,0,-203.56706527681914,"{0: 15, 1: 3, 2: 8, 3: 2, 4: 2}",0
166,False,"{'a': 0.1, 'e': 0.9203511472201247}",25,0,-110.43208184933354,"{0: 10, 1: 8, 2: 6, 3: 1, 4: 0}",0
167,False,"{'a': 0.1, 'e': 0.9198910866712364}",25,0,-131.5720565458306,"{0: 17, 1: 3, 2: 2, 3: 0, 4: 3}",0
168,False,"{'a': 0.1, 'e': 0.9194312560951247}",25,0,-83.62066503011992,"{0: 16, 1: 4, 2: 3, 3: 1, 4: 1}",0
169,False,"{'a': 0.1, 'e': 0.9189716553768317}",30,0,-168.7283494260181,"{0: 17, 1: 3, 2: 7, 3: 1, 4: 2}",0
170,False,"{'a': 0.1, 'e': 0.9185122844014574}",25,0,-152.76754484441904,"{0: 15, 1: 4, 2: 3, 3: 0, 4: 3}",0
171,False,"{'a': 0.1, 'e': 0.9180531430541589}",20,0,-170.8178521836076,"{0: 11, 1: 1, 2: 4, 3: 1, 4: 3}",0
172,False,"{'a': 0.1, 'e': 0.9175942312201509}",20,0,-79.49749277423444,"{0: 9, 1: 4, 2: 7, 3: 0, 4: 0}",0
173,False,"{'a': 0.1, 'e': 0.9171355487847056}",20,0,-100.02790796324565,"{0: 12, 1: 2, 2: 4, 3: 1, 4: 1}",0
174,False,"{'a': 0.1, 'e': 0.9166770956331523}",20,0,-143.45084295665114,"{0: 8, 1: 4, 2: 5, 3: 2, 4: 1}",0
175,False,"{'a': 0.1, 'e': 0.9162188716508776}",30,0,-281.0185454263553,"{0: 14, 1: 6, 2: 3, 3: 2, 4: 5}",0
176,False,"{'a': 0.1, 'e': 0.9157608767233256}",20,0,-121.22261908672498,"{0: 10, 1: 5, 2: 3, 3: 0, 4: 2}",0
177,False,"{'a': 0.1, 'e': 0.9153031107359976}",20,0,-29.0024706144027,"{0: 14, 1: 2, 2: 4, 3: 0, 4: 0}",0
178,False,"{'a': 0.1, 'e': 0.914845573574452}",20,0,-20.690654540541914,"{0: 15, 1: 2, 2: 3, 3: 0, 4: 0}",0
179,False,"{'a': 0.1, 'e': 0.9143882651243046}",20,0,-64.8621115133134,"{0: 14, 1: 3, 2: 1, 3: 1, 4: 1}",0
180,False,"{'a': 0.1, 'e': 0.9139311852712282}",30,0,-145.57846820739755,"{0: 20, 1: 4, 2: 3, 3: 0, 4: 3}",0
181,False,"{'a': 0.1, 'e': 0.9134743339009529}",25,0,-82.901148053652,"{0: 16, 1: 2, 2: 5, 3: 2, 4: 0}",0
182,False,"{'a': 0.1, 'e': 0.9130177108992658}",20,0,-103.59807812258462,"{0: 10, 1: 3, 2: 6, 3: 0, 4: 1}",0
183,False,"{'a': 0.1, 'e': 0.9125613161520112}",25,0,-114.45226026479537,"{0: 15, 1: 1, 2: 7, 3: 1, 4: 1}",0
184,False,"{'a': 0.1, 'e': 0.9121051495450904}",25,0,-87.8045391262977,"{0: 19, 1: 1, 2: 1, 3: 3, 4: 1}",0
